연번,음식이름정보,에너지(칼로리)정보,단백질,칼슘,비타민(A),비타민(B1),비타민(B2),그외 영양소 1,그외 영양소 2,그외 영양소 3
728,오이볶음,72.74,0.28,24.04,0.04,0.04,0.23,8.62,6.43,5.61
729,우엉볶음,105.29,0.34,5.35,0.03,0.05,0.42,2.58,14.7,5.91
730,죽순볶음,67.47,0.74,6.85,0.09,0.04,0.41,4.58,6.09,5.87
731,취나물볶음,73.93,0.39,401.62,0.04,0.09,0.68,11.48,14.58,3.59
732,호박볶음,62.56,0.38,63.17,0.05,0.12,0.46,6.74,35.24,4.2
733,두부고추장볶음,162.92,0.94,45.32,0.2,0.1,1.45,2.38,18.2,3.79
734,두부두루치기,99.38,0.76,60.83,0.08,0.11,1.74,0.2,28.1,1.32
735,떡볶기,229.89,0.4,137.79,0.06,0.06,1.84,4.74,18.05,0.59
736,떡볶기(전통),275.31,1.04,130.25,0.09,0.09,3.21,3.24,8.7,2.45
737,라면볶음,452.41,0.68,240.21,0.59,0.42,1.35,8.45,39.67,3.58
738,라볶기,408.34,0.62,331.41,0.34,0.24,1.92,9.09,32.65,3.61
739,마파두부,144.45,1.19,24.22,0.08,0.17,2.52,5.3,16.78,3.68
740,카레떡볶음,183.14,0.87,128.73,0.04,0.05,2.22,1.65,6.91,0.11
741,콩볶음,122.39,0.33,0.01,0.04,0.03,0.26,0,13.36,8.36
742,구절판,256.57,1.61,311.7,0.19,0.33,4.15,7.8,75.08,3.76
743,도토리묵김치잡채,65.11,0.23,20.43,0.03,0.04,0.33,5.58,20.53,0.32
744,떡잡채,234.17,1.23,134.6,0.13,0.25,4.58,3.04,55.97,0.66
745,목이버섯잡채,211.04,2.45,141.72,0.06,0.12,2.33,8.69,23.28,0.86
746,부추잡채,101.8,0.64,381.92,0.29,0.07,1.36,18.31,28.58,1.05
747,잡채,171.74,0.85,218.57,0.09,0.13,1.73,11.74,29.89,1.12
748,콩나물잡채,108.55,0.94,157.52,0.12,0.15,2.2,9.3,25.65,2.02
749,팔보채,178.82,1.51,8.73,0.08,0.13,3.21,4.77,27.75,5.75
750,갈치조림,139.79,0.4,67,0.11,0.1,2.68,12.65,12.82,0.87
751,어묵조림,132.65,0.23,2.41,0.02,0.02,0.32,0.57,2.68,2.79
752,가자미조림,127.42,0.53,95.48,0.16,0.24,3.71,10.11,13.69,0.91
753,고등어조림,234.47,0.75,140.74,0.13,0.4,6.07,15.06,18.59,1.75
754,꽁치조림,214.85,0.69,115.4,0.06,0.26,5.66,13.61,14.85,1.62
755,동태조림,92.23,0.38,112.92,0.11,0.11,1.57,11.23,13.11,0.94
756,병어조림,151.64,0.64,167.97,0.16,0.13,2,11.9,20.79,0.94
757,북어조림,116.13,0.72,6.67,0.04,0.32,1.46,1.6,5.31,1.35
758,빙어조림,185.5,8.26,2.1,0.07,0.14,0.7,0,25.2,4.2
759,삼치조림,159.99,0.48,106.32,0.07,0.22,3.78,6.36,9.19,1.56
760,양미리조림,120,0.45,105.02,0.13,0.21,2.84,9.42,8.55,1.35
761,어묵케찹조림,111.91,0.34,153.57,0.05,0.04,0.53,5.08,19.93,0.82
762,어묵햄조림,157.02,0.54,1.94,0.1,0.04,1.71,2.57,4.94,3.75
763,오징어조림,120.99,1.09,210.72,0.08,0.12,2.63,18.88,20.11,2.41
764,오징어포고추조림,104.12,1.07,337.21,0.08,0.13,2.59,18.89,15.22,1.07
765,자반고등어조림,213.27,0.64,173.93,0.11,0.34,5.43,16.7,12.87,1.6
766,장어조림,199.85,1.44,839.03,0.49,0.38,3.62,6.57,17.96,3.04
767,적어조림,97.46,0.51,78.65,0.05,0.08,2.46,10.4,15.91,0.91
768,전어조림,170.09,0.61,75.37,0.04,0.23,2.97,8,9.74,1.59
769,쥐포조림,84.79,2.67,0,0.01,0.01,0.45,0,9.46,1.65
770,청어조림,210.67,0.62,156.14,0.06,0.22,3,7.18,9.05,2.4
771,홍합조림,83.68,1.16,2.48,0.02,0.15,1.63,3.55,14.75,1.84
772,달걀(계란)조림,84.3,0.48,78,0.05,0.14,0.17,0,4.25,0.6
773,닭다리조림,212.52,1.74,225.32,0.09,0.18,5.42,4.68,16.38,0.23
774,닭도리탕,266.02,2.29,345.12,0.17,0.19,7.57,14.08,23.78,3.39
775,닭조림,193.58,1.53,245.22,0.11,0.12,4.97,9.03,18.82,3.31
776,돼지고기갈비강정,282.01,2.49,32.1,0.77,0.19,6.41,3.98,13.86,0.25
777,돼지고기메추리알조림,163.9,1.37,180.32,0.23,0.22,1.92,2.13,31.5,0.5
778,돼지고기완자조림,251.03,1.24,52.96,0.31,0.14,2.8,2.6,19.51,3.67
779,돼지고기장조림,166.97,1.16,8.2,0.35,0.11,3.68,9.25,8.66,0.2
780,메추리알조림,106.11,1.02,222.02,0.07,0.21,0.2,1.43,36.19,0.6
781,소세지어묵조림,163.75,0.68,91.21,0.13,0.08,1.66,7.09,18.78,0.8
782,소세지조림,162.47,0.77,6.02,0.14,0.07,1.91,5.14,5.42,0.55
783,쇠갈비조림,307.99,3.95,17.33,0.14,0.38,7.42,8.25,60.29,0.12
784,쇠고기장조림,105.74,2.71,142.25,0.08,0.16,3.45,10.85,7.13,0.2
785,우엉쇠고기조림,95.2,1.86,4.8,0.04,0.11,2.39,1.7,10.9,0.49
786,풋고추소세지조림,118.68,0.3,141.7,0.15,0.34,2.39,10.5,15.02,2.41
787,햄조림,64.87,0.51,6.02,0.08,0.09,2.91,19.34,7.02,0.05
788,감자조림,78.15,0.44,130.7,0.09,0.04,1.36,22.28,15.97,0.2
789,고구마조림,135.95,0.31,144.95,0.07,0.06,0.84,24.23,44.33,0.95
790,깻잎조림,28.27,0.18,337.6,0.03,0.08,0.46,13.53,22.51,1.01
791,다시마조림,12.6,0.01,0.15,0.01,0.02,3,0,21.95,0.15
792,당근조림,64.09,0.17,882.3,0.05,0.04,0.71,5.48,9.43,1.13
793,마늘쫑조림,27.44,0.3,77.8,0.07,0.07,0.48,11.84,4.55,0.16
794,무조림,18.43,0.11,74.8,0.02,0.04,0.48,4.6,5.69,0.17
795,양송이버섯조림,29.06,0.6,39.6,0.18,0.31,3.52,3.5,17.45,0.19
796,연근조림,62.29,0.11,0,0.06,0.01,0.27,28.5,8.25,1.13
797,완두콩조림,110.09,0.61,8,0.15,0.03,0.56,0,55.71,0.05
798,우엉어묵조림,96.4,0.19,0.01,0.02,0.03,0.31,0.99,8.47,0.74
799,우엉조림,80.95,0.23,0.01,0.02,0.04,0.4,1.5,13.91,3.7
800,토란조림,64.35,2.77,82.82,0.07,0.04,0.84,20.45,12.41,0.8
801,풋고추조림,21.15,0.16,28.4,0.06,0.04,0.71,36.48,10.13,0.65
802,호박조림,44.24,0.21,203.3,0.04,0.06,1.08,14.18,10.88,1.61
803,강남콩조림,100.75,0.57,0.4,0.06,0.04,0.42,0,79.77,0.05
804,검정콩조림,105.94,0.6,0.01,0.07,0.05,0.5,0,26.44,1.27
805,두부양념조림,123.02,0.88,35.16,0.11,0.07,1.41,0.6,15.74,4.04
806,땅콩조림,145.35,1.34,0,0.13,0.03,2.48,0,48.91,1.85
807,유부조림,200.26,1.04,1.2,0.03,0.02,0.26,0.24,14.9,2.14
808,콩조림(콩자반),108.06,0.62,0.01,0.07,0.05,0.55,0,27.2,1.31
809,가자미튀김,187.26,0.39,5.6,0.14,0.18,3.09,1.4,5.75,8.95
810,갈치튀김,237.22,0.45,32.4,0.11,0.1,2.33,0.7,8.93,9.05
811,고등어튀김,325.42,0.72,43.6,0.11,0.37,5.41,0.7,8.58,9.75
812,굴비튀김,260.32,0.61,50.6,0.06,0.16,0.93,0.7,42.83,11.14
813,꽁치튀김,319.12,0.71,43.6,0.05,0.24,5.13,0.7,9.19,9.76
814,대구튀김,198.72,0.57,24,0.1,0.13,1.28,1.4,9.2,9.05
815,도미튀김,202.92,0.54,28.2,0.11,0.16,2.12,0.7,4.8,9.05
816,동태튀김,186.82,0.4,21.9,0.1,0.08,0.93,0,6.83,9.05
817,멸치튀김,183.52,1.21,26.6,0.05,0.19,6.27,0.7,11.37,9.65
818,뱅어포튀김,73.16,0.29,0,0.01,0.01,0.32,0,5.45,6.11
819,병어튀김,234.32,0.61,70.9,0.15,0.1,1.31,0,13.73,9.05
820,북어강정,203.25,0.19,53.05,0.11,0.08,1.84,0.2,10.23,6.88
821,삼치튀김,227.62,0.45,49.9,0.06,0.2,3.29,0,2.65,9.75
822,새우까스,188.02,1.25,8.4,0.05,0.06,0.68,1.9,11.58,9.24
823,생선까스,149.22,0.44,7.7,0.13,0.2,1.23,1.4,7.26,8.94
824,생선까스정식,294.47,1.04,398.6,0.25,0.33,2.91,39.95,78.8,11.14
825,어묵탕수,218.69,0.91,163.8,0.06,0.09,0.43,3.88,15.64,5.89
826,어묵튀김,180.82,0.3,23.4,0.03,0.05,0.22,0,2.94,8.89
827,연어튀김,248.42,0.61,54.8,0.23,0.1,5.62,0.7,4.87,9.05
828,오징어탕수,213.46,1.1,85.35,0.06,0.07,2.06,4.95,17.01,10.63
829,우럭튀김,205.02,2.06,26.8,0.04,0.12,1.98,1.4,15.72,9.75
830,임연수튀김,251.92,0.4,31.7,0.11,0.1,2.75,0,5.22,9.75
831,조기튀김,232.32,0.37,26.1,0.07,0.19,0.86,0.7,15.02,9.05
832,쥐포튀김,180.15,2.77,13.77,0.03,0.01,0.58,0.3,12.99,9.86
833,참치강정,208.9,0.5,58.65,0.12,0.1,8.2,1.6,8.56,6.58
834,참치튀김,228.12,0.6,21.2,0.12,0.1,8,1.4,5.85,9.05
835,청어튀김,305.12,0.58,96.1,0.05,0.2,2.47,0,4.52,10.45
836,탕수어,232.31,0.49,92.19,0.13,0.09,1.17,3.23,15.64,9.25
837,황새치튀김,232.32,0.37,26.1,0.07,0.19,0.86,0.7,15.02,9.05
838,깐풍기,294.11,1.57,88.21,0.11,0.14,5.03,7.66,18.79,8.89
839,닭강정,274.66,1.43,68.08,0.08,0.13,4.48,1.32,7.36,8.44
840,닭고기탕수육,247.01,0.79,169.22,0.09,0.12,6.96,5.45,12.4,8.56
841,닭다리튀김(패스트푸드),174.6,1.31,27,0.05,0.17,2.94,0,3.6,0
842,닭카레튀김,185.9,1.4,33.65,0.06,0.09,4.36,1.32,6.28,8.25
843,닭튀김,245.93,1.56,48.62,0.1,0.12,4.53,1.2,7.78,8.35
844,닭튀김(패스트푸드),181.8,0.57,21.6,0.05,0.11,4.44,0,3,0
845,"닭튀김,맥치킨(맥도날드)",154.8,0,33,0.31,0.07,2.82,0.66,0,0
846,돈까스,360.19,1.5,27.07,0.4,0.14,3.86,3.1,20.14,8.55
847,돈까스양념튀김,343.75,2.44,35.84,0.03,0.02,0.42,10,26.61,8.73
848,돈까스정식,537.94,2.33,410.57,0.61,0.28,6.17,33.65,81.93,10.55
849,돈까스탕수,260.26,1.75,132.6,0.03,0.02,0.26,3.85,16.04,8.47
850,돼지고기강정,312.46,1.21,38.08,0.36,0.14,3.58,1.32,7.96,8.44
851,돼지고기튀김,246.25,1.18,18.71,0.35,0.12,3.44,1.2,4.31,8.36
852,라조기,293.81,1.57,88.19,0.11,0.14,5.03,7.66,18.72,8.88
853,비프스튜,231.68,2.05,202.01,0.12,0.16,4.64,21,23.5,0.82
854,비후까스,375.59,2.75,49.27,0.13,0.22,5.17,2.7,19.97,8.65
855,비후까스정식,506.14,3.22,431.77,0.23,0.33,6.34,32.85,80.56,10.65
856,소세지튀김,301.53,0.84,31.22,0.09,0.09,1.02,4,7.61,8.45
857,쇠고기튀김,263.55,1.92,31.31,0.09,0.15,3.79,2.5,14.92,8.56
858,양념통닭,345.97,2.22,104.69,0.14,0.19,7.2,8.29,20.26,8.88
859,탕수육,335.16,1.33,153.42,0.38,0.14,3.69,5.82,13.18,8.48
860,함박스테이크정식,376.17,1.98,394.97,0.56,0.25,5.85,33.65,75.03,7.36
861,햄커틀렛,239.99,1.03,34.36,0.15,0.18,4.42,25.8,10.76,8.47
862,햄버거,323.52,2.97,26.9,0.16,0.22,6.1,1.1,9.03,3.19
863,가지튀김,152.1,0.42,21.36,0.07,0.05,0.47,2.8,16,8.37
864,감자연근튀김,242.82,0.6,31.2,0.12,0.07,0.93,25.5,17.97,8.45
865,감자튀김,142.22,0.54,0,0.1,0.04,1.69,27.3,17.67,8.26
866,"감자튀김,후렌치후라이",447.12,0.66,0,0.25,0.04,4.55,13.8,40.02,8.28
867,"감자튀김,후렌치후라이(롯데리아)",240.71,0.55,0,0.19,0.07,2.76,39.47,40.02,0
868,"감자튀김,후렌치후라이(맥도날드)",289.8,0.72,11.04,0.1,0.15,0.41,1.38,40.02,8.28
869,"감자튀김,후렌치후라이(버거킹)",422.28,0.55,0,0.19,0.57,2.8,0,40.02,0
870,"감자튀김,후렌치후라이(웬디스)",409.45,0.72,0,0.19,0.06,3.17,7.45,40.02,8.28
871,"감자튀김,후렌치후라이(KFC)",310.5,0.55,0,0.19,0.69,3.13,3.45,40.02,0
872,고구마깻잎튀김,251.02,0.48,185.15,0.09,0.1,0.85,24.25,53.64,9.5
873,고구마채튀김,166.72,0.2,14.25,0.05,0.04,0.53,18.75,39,8.99
874,고추튀김,149.02,0.33,52,0.1,0.06,0.93,50.4,15.48,9.05
875,김튀김,75.16,0.38,75.02,0.04,0.06,0.26,1.86,28.92,3.18
876,깻잎튀김,106.42,0.12,155.3,0.02,0.03,0.21,5.5,11.6,8.65
877,다시마튀각,101.41,0.03,5.76,0.01,0.03,0.27,1.08,81.84,8.48
878,도라지튀김,176.62,0.33,31.2,0.07,0.12,0.32,6,6.3,8.45
879,미역야채튀김,107.9,0.5,261.4,0.06,0.09,1.07,11.54,71.97,5.67
880,미역튀각,107.8,0.12,18.6,0.02,0.02,0.72,0,219.46,1.6
881,야채튀김,225.78,0.55,282.56,0.11,0.08,1.22,25.7,35.69,8.86
882,"양파,어니언링(패스트푸드)",232.4,0.29,0.7,0.07,0.08,0.77,0.7,9.8,0
883,연근튀김,168.62,0.33,31.2,0.09,0.06,0.27,28.5,10.05,8.45
884,파래야채튀김,113.86,0.34,134.36,0.07,0.04,1.1,16.6,38.94,5.33
885,풋고추튀김,157.82,0.29,31.2,0.07,0.05,0.54,21.6,10.45,8.65
886,홍합튀김,210.23,1.41,31.22,0.06,0.2,1.69,2.4,17.7,10.05
887,"계란,스카치에그",258.53,0.85,78.81,0.14,0.16,0.92,1,12,8.97
888,두부탕수육,230.81,0.78,52.87,0.07,0.04,0.81,5.95,28.63,9.39
889,두부튀김,179.63,0.71,21.01,0.05,0.05,0.78,1.14,18.64,9.23
890,맛탕,191.8,0.39,616,0.03,0.06,0.56,9.38,15.96,1.4
891,식빵튀김,220.83,0.38,1,0.04,0.03,0.55,0,15,9.24
892,옥수수튀김,214.92,0.54,8.9,0.1,0.12,1.91,8.1,52.78,8.84
893,겨자채,148.51,1.15,268.38,0.21,0.16,2.89,11.4,62.52,0.79
894,김무침,15.41,0.02,80.01,0.02,0.07,0.19,1.95,29.1,0.4
895,노각무침,32.27,0.26,25.47,0.03,0.03,0.34,6.89,9.65,0.41
896,단무지무침,24.42,0.21,35.73,0.02,0.02,0.31,4.15,5.47,0.12
897,달래무무침,40.7,0.22,130.66,0.06,0.07,0.73,16,10.41,0.14
898,도라지무침,76.39,0.27,95.08,0.08,0.12,0.72,9.3,10.97,0.17
899,도라지북어포무침,115.56,0.16,22.3,0.09,0.09,1.33,3.82,7.04,1.1
900,도토리묵무침,64.81,0.27,224.88,0.05,0.08,0.49,8.09,28.45,0.72
901,두부냉채,158.83,1.02,7.21,0.13,0.09,1.31,3.29,16.01,0.85
902,두부톳무침,53.07,0.52,26.28,0.03,0.03,0.45,5.87,37.65,0.87
903,마늘쫑무침,33.29,0.32,40.15,0.07,0.06,0.32,11.59,6.27,0.31
904,무말랭이무침,95.78,0.44,180.71,0.09,0.12,1.41,24.47,25.83,1.35
905,무미역생채,23.83,0.1,109.05,0.03,0.08,0.69,11.07,62,0.44
906,무생채,31.43,0.2,76.42,0.04,0.04,0.62,11.71,8.98,0.07
907,미나리무침,28.66,0.24,178.63,0.05,0.09,1.09,7.9,103.14,2.4
908,미역오이초무침,25.93,0.42,25.69,0.04,0.09,0.63,5.99,67.07,0.44
909,미역초무침,49.16,0.16,236.69,0.07,0.15,1.27,11.85,111.29,0.94
910,부추겉절이,40.3,0.23,325.17,0.18,0.06,0.47,16.89,27.22,0.92
911,부추양배추무침,54.31,0.18,261.96,0.14,0.06,0.5,18.59,32.33,1.39
912,삼색냉채,27.84,0.17,137.73,0.04,0.03,0.31,9.3,8.31,0.02
913,상추겉절이,42.1,0.32,201.71,0.06,0.11,0.69,10.52,49.15,0.69
914,쑥갓생채,42.43,0.23,237.08,0.07,0.13,0.48,9.86,75.65,1.42
915,양배추겉절이,41.94,0.26,99.6,0.05,0.07,0.59,19.08,42.4,0.52
916,양파겉절이,33.82,0.16,36.02,0.03,0.02,0.32,4.86,10.01,0.08
917,열무무침,53.16,0.39,369.74,0.08,0.13,1.05,54.28,31.61,0.98
918,오이부추무침,25.74,0.2,193.96,0.11,0.06,0.48,13.83,17.62,0.4
919,오이생채,32.41,0.18,20.41,0.03,0.03,0.18,7.81,4.94,0.63
920,오이양배추무침,44.43,0.2,98.37,0.05,0.07,0.6,13.52,25.74,0.45
921,오이양파무침,44.18,0.2,66.27,0.05,0.05,0.43,7.22,11.1,0.42
922,오이지무침,30.45,0.16,78.11,0.03,0.03,0.37,0.97,5.53,0.39
923,오이피클,59.42,0.54,4.5,0.01,0.01,0.05,0,24.9,2
924,잔파무침,38.12,0.29,151.22,0.05,0.08,0.61,17.38,13.74,0.69
925,콩나물냉채,29.78,0.36,155.59,0.07,0.07,0.66,7.08,31.36,0.78
926,톳나물,33.14,0.19,113.23,0.02,0.05,0.41,14.47,77.43,0.62
927,파래무생채,30.35,0.9,104.31,0.06,0.11,0.92,12.07,50.21,0.43
928,파래무침,24.2,1.13,82,0.06,0.13,0.86,12,63.15,0.47
929,풋마늘초무침,53.86,0.46,185.05,0.09,0.09,0.69,40.78,8.99,0.19
930,해파리냉채,136.67,1.21,319.84,0.19,0.26,2.77,7.17,50.86,0.91
931,호박오가리무침,93.67,0.31,35.26,0.07,0.07,1.13,1.29,19.92,4.55
932,떡맛살샐러드,204.46,0.5,12.35,0.06,0.13,1.2,3.8,12.31,2.11
933,야채샐러드,116.98,0.19,173.15,0.05,0.05,0.33,17.9,34.64,1.43
934,양배추샐러드,117.53,0.17,138.87,0.04,0.04,0.3,13.67,22.85,1.49
935,양상추샐러드,97.34,0.23,82.52,0.04,0.04,0.24,8.62,26.01,1.84
936,옥수수샐러드,158.78,0.26,4.75,0.04,0.03,0.7,4.9,25.29,2.03
937,참치샐러드,165.75,0.34,140.45,0.06,0.08,3.72,14.65,26.22,2.55
938,참치야채샐러드,141.5,0.39,295.2,0.07,0.1,4.91,6.7,21.73,2.1
939,코올슬로우,103.6,0.14,35,0.03,0.02,0.07,5.6,27.3,0
940,콩샐러드,243.7,0.84,7.85,0.15,0.17,3.77,4.2,43.31,3.35
941,가지나물,35.89,0.29,58.22,0.04,0.04,0.57,4,13.92,0.55
942,고구마줄기무침,42.7,0.31,26.86,0.06,0.03,0.48,7.59,66.9,3.35
943,고비나물,54.82,0.34,52.94,0.03,0.07,0.98,8.38,18.11,5.22
944,고사리나물,72.95,0.44,29.82,0.07,0.09,0.41,19.58,28.01,5.26
945,고추잎나물,61.93,0.86,588.82,0.14,0.25,1.94,57.9,65.14,3.38
946,근대나물,36.05,0.43,370.89,0.06,0.11,0.53,12.1,13.25,1.84
947,깻잎나물,46.47,0.42,1124.33,0.08,0.22,1.03,39.65,64.63,3.37
948,냉이나물,65.49,0.52,177.24,0.16,0.26,1.27,53.18,20.8,0.51
949,느타리콩나물무침,44.87,0.44,36.02,0.16,0.15,2.03,4.96,8.59,1.05
950,다시마채무침,14.15,0.77,50.44,0.01,0.05,0.47,4.35,45.01,0.49
951,단배추된장무침,65.54,0.36,6.63,0.04,0.05,0.81,20.17,40.2,0.79
952,더덕무침,73.24,0.15,40.12,0.09,0.13,0.56,3.42,10.73,0.51
953,도라지나물,58.51,0.18,1.08,0.05,0.07,0.27,6.36,4.02,0.32
954,두릅무침,55.35,0.36,78.44,0.09,0.16,1.39,8.88,54.11,2.53
955,머위나물,63.75,0.25,572.74,0.05,0.15,1.44,20.98,14.21,1.23
956,무말랭이오징어무침,129.92,0.82,52.82,0.09,0.09,1.99,16.96,19.98,2.48
957,무숙채,54.69,0.18,23.62,0.04,0.03,0.39,14.28,8.34,3.38
958,미나리나물,31.92,0.3,200.47,0.06,0.11,1.31,8.38,108.2,2.27
959,미역나물,19.56,0.13,156.12,0.04,0.1,0.81,10.62,76,0.63
960,배추나물,38.36,0.24,92.24,0.05,0.06,0.91,21.62,38.82,0.22
961,배추숙주나물,36.51,0.22,72.02,0.04,0.06,0.73,14.93,23.72,0.68
962,비름나물,56.16,1.2,336.04,0.05,0.08,0.68,25.94,61.44,0.78
963,쇠고기무나물,88.21,0.81,77.81,0.04,0.08,1.97,8.96,7.8,0.65
964,숙주나물,13.71,0.12,6.41,0.03,0.04,0.37,7.81,5.07,0.53
965,숙주맛살무침,20.17,0.31,10.21,0.04,0.13,0.58,6.29,6.34,0.56
966,숙주미나리무침,15.91,0.15,52.01,0.03,0.05,0.59,7.09,33.02,0.78
967,숙주부추나물,18.91,0.16,129.61,0.1,0.04,0.29,13.29,15.42,0.38
968,시금치나물,53.58,0.53,433.33,0.1,0.25,0.51,43.77,104.8,3.53
969,시래기나물,37.51,0.34,263.64,0.05,0.08,0.56,53.88,23.02,1.06
970,쑥갓나물,40.83,0.22,374.63,0.09,0.19,0.75,11.75,105.35,1.98
971,씀바귀나물,82.29,0.2,44.94,0.15,0.1,0.92,6.98,20.81,0.51
972,어묵콩나물부추무침,77.4,0.31,80.63,0.08,0.06,0.41,6.69,9.82,1.06
973,오징어풋마늘무침,89.93,1.11,88.34,0.07,0.08,2.24,18.23,14.42,2.21
974,취나물,41.28,0.28,402.31,0.03,0.08,0.65,10.23,13.77,0.36
975,콩나물,39.37,0.41,36.02,0.08,0.09,0.68,6.46,6.05,1.08
976,콩나물겨자채,71.29,0.6,67.96,0.08,0.07,0.83,6.24,50.35,0.82
977,콩나물미나리무침,39.23,0.38,92.21,0.07,0.1,0.89,6.29,20.7,1.31
978,탕평채,72.44,0.52,148.79,0.05,0.06,1.1,6.56,39.73,0.56
979,토란대무침,46.6,0.33,33.89,0.03,0.03,0.6,6.98,120.37,1.14
980,게맛살무침,79.66,0.24,25.45,0.03,0.07,0.67,2.24,6.04,1.09
981,골뱅이무침,103.06,0.82,209.99,0.08,0.1,1.49,11.6,21.34,0.62
982,굴무생채,100,72.75,121.21,0.18,0.26,2.39,10.09,14.07,0.87
983,굴무침,92.92,14.56,98.81,0.16,0.24,2.44,2.81,11.36,1.2
984,꼴뚜기무침,55.69,0.97,90.68,0.06,0.11,1.63,12.39,26.42,2.91
985,낙지무침,57.25,1,90.68,0.06,0.11,1.35,11.89,30.62,1.93
986,노가리채무침,102.46,0.26,54.26,0.05,0.09,1.91,0.53,7.87,1.46
987,대구포무침,94.2,0.42,70.1,0.06,0.09,1.65,0.53,10.12,1.46
988,멸치잔파무침,70.57,0.28,57.28,0.04,0.05,1.34,2.69,10.38,1.6
989,문어무침,84.06,1.57,81.08,0.06,0.12,1.72,9.47,31.09,1.51
990,북어채무침,105.15,0.26,54.25,0.05,0.09,1.9,0.44,7.81,1.46
991,새우무침,88.51,0.25,20.65,0.04,0.03,1.4,0.24,5.06,1.22
992,소라무침,89.17,2.18,83.28,0.03,0.17,1.25,0.73,10.44,1.21
993,어리굴젓무침,38.9,18.21,65.6,0.02,0.06,0.7,3,4.88,1.01
994,오징어무침,115.82,0.89,422.31,0.09,0.11,2.01,16.64,33.93,2.53
995,오징어미역초무침,69.2,1.05,45.01,0.05,0.11,2.06,4.47,72.58,2.01
996,오징어어묵무침,70.8,1.56,20.33,0.02,0.05,1.32,1.17,8.65,1.89
997,오징어젓무무침,47,0.37,45.42,0.03,0.03,0.85,11.18,8.49,1.26
998,오징어젓무침,29.61,0.3,38.33,0.02,0.02,0.67,4.25,4.74,0.99
999,오징어채무침,104.35,1.02,20.66,0.04,0.05,2.16,0.33,13.61,1.43
1000,조개젓무침,50.15,0.39,105.73,0.04,0.08,0.73,10.98,8.67,1.06
1001,쥐포무침,95.06,2.71,20.66,0.02,0.03,0.59,0.33,13.42,2.33
1002,창란젓무무침,54.94,0.48,71.92,0.05,0.07,1.07,12.02,7.06,2.47
1003,피조개무침,110.56,1.27,238.71,0.18,0.25,2.44,14.18,30.16,1.03
1004,홍어회무침,84.18,0.43,124.28,0.08,0.13,1.63,12.09,27.74,0.95
1005,홍합무침,106.47,1.33,200.34,0.07,0.21,2.14,14.45,30.74,1.85
1006,닭고기냉채,104.84,0.83,198.18,0.1,0.11,7.27,8.66,35.11,0.5
1007,사태초무침,112.6,2.72,63.28,0.07,0.15,3.5,4.69,9.37,0.42
1008,쇠고기김무침,102.89,2.68,210.83,0.11,0.28,3.71,6.72,76.96,0.39
1009,편육겨자채,111.16,2.77,44.43,0.07,0.13,3.42,7.76,18.63,0.4
1010,편육무침,131.13,2.76,177.81,0.09,0.16,3.63,5.19,14.95,0.51
1011,갓김치,24.6,0.63,234,0.09,0.08,0.78,28.8,222,1.2
1012,고들빼기김치,39.6,0.16,548.4,0.19,0.09,0.54,6.6,13.02,2.4
1013,깍두기,16.5,0.11,19,0.07,0.03,0.25,9.5,3,0
1014,나박김치,9,0.1,77,0.03,0.06,0.5,10,6,0
1015,동치미,11,0.05,15,0.02,0.02,0.2,9,6,0
1016,무청김치,13.8,0.11,102,0.02,0.04,1.98,11.4,27.66,0
1017,무초절이,22.66,0.12,8.61,0.03,0.02,0.31,11.59,6.38,0.01
1018,배추김치,10.8,0.1,28.8,0.04,0.04,0.48,8.4,27.66,0
1019,보쌈김치,49.66,0.27,20.02,0.07,0.04,0.53,7.76,25.72,0.3
1020,부추김치,26.64,0.24,426.36,0.22,0.07,0.48,22.39,33.41,0.63
1021,열무김치,11.5,0.1,254,0.02,0.04,0.3,12.5,3,0
1022,오이소배기,21.28,0.23,189.11,0.08,0.07,0.64,12.27,14.25,0.26
1023,유채김치,17.4,0.11,72.6,0.03,0.14,0.84,7.8,3.6,0
1024,장김치,10.06,0.11,77,0.03,0.06,0.52,10,6.4,0.02
1025,총각김치,15.5,0.15,63,0.02,0.04,0.4,12,3,0
1026,파김치,31.2,0.19,211.2,0.08,0.08,0.54,11.4,9.66,0
1027,가다랭이회,88.9,0.46,8.4,0.15,0.12,10.71,0.7,259,0.7
1028,가리비회,64,2,0,0.04,0.26,1.28,0.8,12.8,0.8
1029,가자미회,90.3,0.34,5.6,0.13,0.18,3.01,1.4,3.5,0.7
1030,개불,53.6,1.24,0,0.04,0.1,1.76,1.6,11.04,1.6
1031,"굴,석화",51.2,3.2,16,0.1,0.14,1.44,4,7.68,0.8
1032,낙지,37.1,1.12,0,0.01,0.06,0.98,0.7,8.75,2.1
1033,노래미회,66.5,0.32,5.6,0.08,0.06,1.82,0.7,8.54,0.7
1034,농어회,93.1,0.28,137.9,0.12,0.11,4.2,0,3.5,0.7
1035,다금바리회,70,0.28,11.9,0.06,0.18,3.29,0.7,3.5,0.7
1036,도미회,73.5,0.62,3.5,0.02,0.01,0.91,0.7,0.28,1.4
1037,"멍게,우렁쉥이",61.6,1.1,0,0.02,0.12,0.64,2.4,12.8,1.6
1038,멸치회,79.8,1.14,26.6,0.03,0.18,6.16,0.7,8.61,1.4
1039,모듬회,91.2,0.45,47.4,0.08,0.07,4.24,0.8,4.72,0.8
